14,8.0,7.5,8.2
14,8.0,7.9,8.0
14,8.0,7.9,8.1
14,8.0,8.0,8.1
14,8.0,8.0,8.1
14,8.0,8.1,8.1
14,8.0,8.2,7.9
14,8.0,8.2,7.9
14,8.0,7.9,7.8
14,8.0,7.9,8.1
14,8.0,8.0,8.1
14,8.0,8.1,8.0
14,8.0,8.0,7.9
14,8.0,8.1,7.8
14,8.0,7.8,8.2
15,8.0,7.8,8.1
15,8.0,8.0,8.1
15,8.0,8.0,8.2
15,8.0,8.0,8.3
15,8.0,8.3,8.3
15,8.0,8.2,8.0
15,8.0,8.2,8.2
15,8.0,8.1,8.2
15,8.0,8.0,8.1
15,8.0,7.9,8.3
15,8.0,8.1,8.0
15,8.0,8.4,8.1
15,8.0,8.3,7.8
15,8.0,8.2,8.1
15,8.0,8.0,8.1
15,8.0,8.2,8.2
15,8.0,8.3,8.0
15,8.0,8.2,7.9
15,8.0,8.2,8.0
15,8.0,8.2,8.0
16,8.0,8.3,7.9
16,8.0,8.0,8.1
16,8.0,8.0,8.3
16,8.0,8.3,8.2
16,8.0,8.2,7.9
16,8.0,8.1,8.0
16,8.0,8.0,8.3
16,8.0,8.4,8.0
16,8.0,8.0,7.8
16,8.0,8.1,7.7
16,8.0,8.1,8.0
16,8.0,8.0,8.2
16,8.0,8.0,8.2
16,8.0,8.0,8.2
16,8.0,8.1,8.2
16,8.0,8.3,8.2
16,8.0,8.2,8.1
16,8.0,7.4,8.3
16,8.0,7.7,8.4
16,8.0,8.1,8.4
16,8.0,8.2,8.4
16,8.0,8.2,8.0
17,8.0,8.3,7.9
17,8.0,8.2,8.0
17,8.0,8.0,7.9
17,8.0,8.4,7.8
17,8.0,8.5,7.7
17,8.0,8.2,7.9
17,8.0,7.9,8.4
17,8.0,8.0,8.5
17,8.0,8.3,8.1
17,8.0,8.3,8.1
17,8.0,8.1,8.1
17,8.0,8.2,8.3
17,8.0,8.1,8.2
17,8.0,8.2,8.4
17,8.0,8.2,8.3
17,8.0,8.1,7.8
17,8.0,8.1,7.9
17,8.0,8.2,7.9
17,8.0,8.3,7.8
17,8.0,8.2,7.9
17,8.0,8.3,8.1
17,8.0,8.3,8.0
17,8.0,8.3,8.0
17,8.0,8.3,8.1
18,8.0,8.2,8.0
18,8.0,8.0,8.3
18,8.0,8.2,8.3
18,8.0,8.0,8.2
18,8.0,8.3,8.1
18,8.0,8.0,7.9
18,8.0,8.1,8.1
18,8.0,8.2,8.2
18,8.0,8.1,8.0
18,8.0,8.2,8.1
18,8.0,7.8,8.3
18,8.0,8.0,8.1
18,8.0,8.0,8.3
18,8.0,8.2,8.4
18,8.0,8.2,8.1
18,8.0,8.3,8.0
18,8.0,8.2,8.1
18,8.0,8.2,8.1
18,8.0,8.3,8.0
18,8.0,8.3,8.1
18,8.0,8.3,8.2
18,8.0,8.3,8.0
18,8.0,8.2,7.9
18,8.0,8.2,8.1
20,8.0,7.8,8.2
20,8.0,7.9,8.2
20,8.0,8.2,8.5
20,8.0,7.8,8.3
20,8.0,8.1,8.3
20,8.0,8.2,8.3
20,8.0,8.1,7.9
20,8.0,8.1,8.0
20,8.0,8.2,8.0
20,8.0,8.2,7.9
20,8.0,8.3,7.9
20,8.0,8.4,7.9
20,8.0,8.1,7.8
20,8.0,7.9,8.1
20,8.0,8.2,8.1
20,8.0,7.9,8.0
